Date,S5TELS,S5CONDS,S5CONS,S5ENRS,S5FINL,S5HLTH,S5INDU,S5MATR,S5RLST,S5INFT,S5UTIL,SPX,VIX
2016-09-29,171.09,630.7875,541.27,513.68,316.31,825.3,500.69,297.74,201.86,797.28,250.56,2151.13,14.02
2016-09-30,170.58,635.9608,546.54,520.35,320.82,833.79,504.87,299.87,200.81,801.72,248.79,2168.27,13.29
2016-10-03,170.75,635.6743,543.26,519.53,319.45,832.52,505.07,300.0,197.17,798.64,245.44,2161.2,13.57
2016-10-04,167.89,633.6198,538.37,514.54,320.47,831.42,501.16,295.43,194.04,797.34,240.11,2150.49,13.63
2016-10-05,164.9,636.0696,537.41,521.79,325.28,834.02,504.03,297.41,190.29,800.87,239.52,2159.73,12.99
2016-10-06,164.76,636.4026,538.04,522.67,325.47,830.8,503.74,299.64,190.69,802.67,239.48,2160.77,12.84
2016-10-07,164.03,633.5958,537.03,520.28,325.7,831.56,497.63,294.22,190.26,800.8,239.31,2153.74,13.48
2016-10-10,164.71,634.1808,537.12,528.11,327.33,834.9,497.66,295.59,191.22,806.31,241.3,2163.66,13.38
2016-10-11,164.39,626.9608,534.02,521.96,323.86,813.94,492.68,291.79,189.59,796.83,238.46,2136.73,15.36
2016-10-12,165.36,629.4063,536.72,519.82,324.34,809.42,493.51,291.09,192.07,797.31,240.82,2139.18,15.91
2016-10-13,165.37,627.3878,536.79,516.39,320.78,809.91,493.62,289.66,193.07,792.39,243.85,2132.55,16.69
2016-10-14,165.11,626.3883,537.26,514.27,322.37,804.38,494.52,290.71,192.54,796.07,242.5,2132.98,16.12
2016-10-17,165.41,621.5432,535.02,512.0,321.06,802.75,493.46,290.93,192.77,793.9,243.83,2126.5,16.21
2016-10-18,165.65,625.1818,536.62,513.9,323.52,811.33,494.41,293.66,193.82,799.08,245.83,2139.6,15.28
2016-10-19,165.96,628.2841,533.05,520.89,326.25,808.54,496.04,295.79,194.48,799.21,245.3,2144.29,14.41
2016-10-20,162.62,627.3574,532.24,520.41,326.19,812.61,493.4,295.62,193.81,797.35,245.14,2141.34,13.75
2016-10-21,158.84,632.1794,534.92,516.84,326.2,805.46,492.59,295.3,193.58,801.93,243.85,2141.16,13.34
2016-10-24,157.58,636.7172,538.76,516.01,327.46,804.35,493.87,296.03,194.1,811.68,244.8,2151.33,13.02
2016-10-25,156.7,629.1563,540.35,513.29,326.72,801.86,491.9,293.09,193.62,808.82,246.07,2143.16,13.46
2016-10-26,155.79,626.4715,540.34,514.75,328.74,796.31,493.94,292.78,191.15,804.52,246.61,2139.43,14.24
2016-10-27,158.3,621.0498,537.61,513.05,329.42,800.51,490.33,292.59,186.47,800.95,245.3,2133.04,15.36
2016-10-28,157.87,619.6505,540.13,510.77,328.09,783.1,493.49,293.05,187.0,800.66,245.95,2126.41,16.19
2016-10-31,157.79,620.5196,541.27,504.89,327.75,778.77,494.44,293.24,189.58,800.64,250.83,2126.15,17.06
2016-11-01,156.16,615.3105,538.71,505.37,326.47,775.01,490.42,291.9,185.74,794.08,246.4,2111.72,18.56
2016-11-02,154.26,611.7684,537.77,500.26,323.89,771.25,488.45,290.2,183.05,788.71,243.24,2097.94,19.32
2016-11-03,154.21,610.261,534.3,502.11,324.36,763.33,487.08,290.17,182.06,780.84,244.07,2088.66,22.08
2016-11-04,154.25,608.9319,529.04,499.68,322.84,769.12,487.91,291.16,183.45,777.71,243.19,2085.18,22.51
2016-11-07,155.57,622.9733,538.27,510.58,331.25,787.81,499.85,295.33,186.66,795.85,247.51,2131.52,18.71
2016-11-08,156.56,625.9469,540.71,510.49,331.75,789.45,502.78,296.3,187.75,799.59,249.26,2139.56,18.74
2016-11-09,157.92,627.1013,533.54,518.23,345.25,816.53,514.64,302.6,183.46,797.67,240.09,2163.26,14.38
2016-11-10,154.24,629.1788,518.63,519.83,358.04,826.26,525.22,305.6,180.67,784.97,234.17,2167.48,14.74
2016-11-11,154.1,633.2136,517.8,511.21,359.43,813.91,526.73,301.58,180.92,788.69,233.27,2164.45,14.17
2016-11-14,152.75,632.806,516.4,513.0,367.65,811.25,528.91,302.22,184.36,775.19,232.73,2164.2,14.48
2016-11-15,155.96,634.9586,519.99,526.77,367.85,813.51,530.66,303.49,183.16,785.35,236.68,2180.39,13.37
2016-11-16,157.58,638.4241,519.93,522.16,362.64,809.63,527.13,303.14,182.95,792.61,234.74,2176.94,13.72
2016-11-17,157.92,646.1871,519.06,518.63,367.17,813.19,528.25,302.99,181.16,798.1,234.57,2187.12,13.35
2016-11-18,158.76,644.0388,517.06,521.02,367.48,803.93,528.21,302.39,181.5,796.32,233.79,2181.9,12.85
2016-11-21,159.78,648.1028,520.77,532.48,368.62,806.32,530.84,306.17,181.19,804.81,236.34,2198.18,12.42
2016-11-22,163.1,656.0914,523.42,532.41,369.0,795.04,533.41,308.1,184.25,805.79,236.95,2202.94,12.41
2016-11-23,164.37,656.7493,520.37,534.79,371.04,798.08,537.62,309.55,182.96,801.57,234.8,2204.72,12.43
2016-11-25,166.1,658.55,524.48,532.69,371.95,801.37,540.24,310.51,183.76,804.58,238.15,2213.35,12.34
2016-11-28,167.45,653.0569,525.33,525.71,366.78,794.52,536.26,308.98,184.32,803.83,242.86,2201.72,13.15
2016-11-29,166.93,654.2476,525.46,519.64,367.65,799.72,536.67,309.24,185.56,805.24,243.63,2204.66,12.9
2016-11-30,163.39,648.5462,516.81,544.67,372.54,792.13,536.36,312.56,183.27,795.89,235.88,2198.81,13.33
2016-12-01,163.87,649.114,513.32,546.15,378.72,786.12,540.54,312.53,180.41,777.69,233.75,2191.08,14.07
2016-12-02,163.3,645.4746,516.93,546.74,375.15,788.57,540.16,312.64,182.49,781.07,235.9,2191.95,14.12
2016-12-05,163.32,651.7675,517.32,550.67,379.51,787.3,539.53,315.13,183.87,789.15,236.41,2204.71,12.14
2016-12-06,165.71,653.8186,519.01,550.11,383.13,789.21,540.88,315.36,184.45,790.66,235.82,2212.23,11.79
2016-12-07,169.62,665.9377,526.68,553.78,389.17,782.72,550.51,320.02,188.53,805.65,238.68,2241.35,12.22
2016-12-08,169.14,666.3541,524.31,556.42,392.74,784.03,547.74,322.23,189.4,808.51,239.27,2246.19,12.64
2016-12-09,169.57,667.7158,531.43,558.71,393.24,793.7,550.37,322.05,189.25,814.17,241.75,2259.53,11.75
2016-12-12,171.41,662.3821,534.06,562.73,389.65,797.75,548.31,320.73,191.04,811.0,244.21,2256.96,12.64
2016-12-13,172.94,667.8621,536.35,569.85,390.47,803.09,547.58,320.01,191.46,820.98,246.76,2271.72,12.72
2016-12-14,171.18,663.5052,530.77,557.75,388.24,799.69,542.24,316.17,187.79,818.93,241.72,2253.28,13.19
2016-12-15,172.31,661.8275,533.35,560.03,392.18,804.4,542.4,318.42,186.45,821.81,243.21,2262.03,12.79
2016-12-16,173.41,658.8221,536.06,563.18,388.73,805.54,541.54,317.14,188.7,815.63,246.22,2258.07,12.2
2016-12-19,175.27,660.1929,536.86,560.42,389.11,801.4,544.75,316.73,190.52,820.64,247.14,2262.53,11.71
2016-12-20,176.26,665.3678,535.23,559.24,393.48,801.03,548.15,316.99,190.66,823.25,247.43,2270.76,11.45
2016-12-21,175.61,665.036,535.24,560.15,392.53,796.22,545.94,317.28,188.14,821.78,246.5,2265.18,11.27
2016-12-22,177.4,658.3318,534.56,562.68,391.49,797.53,544.64,315.76,187.91,819.26,247.34,2260.96,11.43
2016-12-23,177.57,656.7265,535.33,561.56,392.04,803.78,545.02,316.19,188.03,819.84,247.32,2263.79,11.44
2016-12-27,177.37,659.0286,535.43,562.88,392.51,804.86,545.87,317.66,188.53,823.5,247.31,2268.88,11.99
2016-12-28,176.76,654.8915,532.16,557.38,388.46,799.04,540.48,314.44,186.9,816.3,244.89,2249.92,12.95
2016-12-29,177.48,653.9136,534.27,556.03,385.63,799.84,540.27,314.49,188.56,815.97,248.03,2249.26,13.37
2016-12-30,176.61,647.8203,531.79,554.5,386.53,796.91,538.07,312.16,190.23,807.95,246.83,2238.83,14.04
2017-01-03,179.97,651.8106,533.32,560.91,390.31,808.04,541.64,314.36,190.98,815.12,246.09,2257.83,12.85
2017-01-04,179.44,660.4823,533.68,559.3,393.66,813.66,544.52,318.72,193.35,818.01,246.91,2270.75,11.85
2017-01-05,179.36,660.0467,535.04,557.48,389.66,817.59,542.53,317.88,194.35,819.77,247.15,2269.0,11.67
2017-01-06,174.57,662.9131,535.28,557.57,391.15,820.25,545.48,317.88,194.31,827.6,247.96,2276.98,11.32
2017-01-09,172.59,662.4698,531.6,549.33,388.1,823.9,541.72,317.91,193.06,829.21,244.72,2268.9,11.56
2017-01-10,172.68,665.1079,528.41,544.11,389.6,826.66,543.43,318.12,190.57,828.59,244.05,2268.9,11.49
2017-01-11,171.84,666.5788,529.69,550.65,391.39,818.04,546.47,320.79,189.65,834.03,246.42,2275.32,11.26
2017-01-12,172.92,666.3742,529.36,548.0,388.5,818.62,544.5,320.11,190.4,831.75,246.73,2270.44,11.54
2017-01-13,172.67,668.4147,529.18,546.96,390.63,819.5,546.27,319.43,189.94,834.02,246.32,2274.64,11.23
2017-01-17,173.33,669.892,536.31,550.39,381.72,815.82,541.99,318.35,191.53,831.04,249.17,2267.89,11.87
2017-01-18,171.99,668.6036,537.75,548.53,384.73,814.8,544.0,320.23,191.87,833.76,248.76,2271.89,12.48
2017-01-19,172.55,666.3517,535.76,544.55,382.42,809.7,547.2,318.24,189.97,831.66,246.6,2263.69,12.78
2017-01-20,174.03,667.9622,539.42,547.41,384.22,807.33,547.0,321.0,191.27,835.97,246.97,2271.31,11.54
2017-01-23,174.86,668.4021,538.78,541.29,381.98,803.72,543.19,321.69,192.39,836.5,245.77,2265.2,11.77
2017-01-24,170.19,673.8477,542.87,546.61,386.62,798.49,548.71,329.84,192.39,845.11,245.77,2280.07,11.07
2017-01-25,169.79,677.7863,542.96,549.68,392.98,805.39,554.4,332.2,191.21,854.17,245.72,2298.37,10.81
2017-01-26,169.83,679.3551,540.72,549.61,394.14,799.68,555.84,332.99,191.14,852.39,245.79,2296.68,10.63
2017-01-27,171.0,677.3403,537.31,544.42,392.44,806.11,554.79,332.04,189.43,855.21,245.75,2294.69,10.58
2017-01-30,170.2,676.7931,537.64,534.86,389.67,802.77,550.56,328.58,188.5,848.2,245.85,2280.9,11.88
2017-01-31,170.43,674.9148,539.51,534.34,387.01,814.06,545.43,326.49,189.99,843.03,249.82,2278.87,11.99
2017-02-01,169.22,673.7435,536.44,530.33,387.15,819.85,544.66,328.35,187.82,849.35,245.5,2279.55,11.81
2017-02-02,167.1,673.2322,540.69,533.45,385.47,820.89,543.21,326.62,190.16,849.56,247.85,2280.85,11.93
2017-02-03,167.75,672.4971,543.55,538.04,393.13,825.74,547.42,327.2,191.23,855.35,248.14,2297.42,10.97
2017-02-06,166.4,670.4672,541.25,533.27,391.76,825.35,547.69,326.35,190.1,856.55,247.76,2292.56,11.37
2017-02-07,166.47,669.5474,545.71,525.95,390.82,826.09,548.6,323.78,189.7,860.08,248.25,2293.08,11.29
2017-02-08,166.98,673.6747,547.9,525.58,387.87,824.93,547.96,324.51,191.38,861.51,250.51,2294.67,11.45
2017-02-09,167.81,678.2767,550.0,530.46,393.19,828.53,552.01,324.39,192.05,863.97,248.41,2307.87,10.88
2017-02-10,168.24,681.9741,549.65,534.42,394.13,829.52,556.15,327.36,193.13,865.88,249.94,2316.1,10.85
2017-02-13,166.12,682.6732,549.92,534.57,398.52,834.87,561.64,329.48,194.07,871.5,250.96,2328.25,11.07
2017-02-14,165.94,686.6816,550.41,535.25,403.46,840.97,561.98,329.78,193.05,873.98,249.13,2337.58,10.74
2017-02-15,166.38,690.1414,554.94,533.36,406.46,850.8,564.63,329.25,192.49,877.44,248.17,2349.25,11.97
2017-02-16,167.14,687.0824,555.33,526.07,405.89,849.58,564.75,329.07,193.31,879.29,250.52,2347.22,11.76
2017-02-17,168.65,689.0822,559.01,523.3,405.77,850.54,565.73,328.18,193.85,881.48,250.68,2351.16,11.49
2017-02-21,169.66,693.2123,564.63,526.88,407.65,854.53,568.44,329.41,196.43,886.09,253.39,2365.38,11.57
2017-02-22,169.76,693.374,563.91,518.55,407.95,853.32,566.79,330.32,195.83,887.51,254.43,2362.82,11.74
2017-02-23,171.39,688.4959,565.3,521.17,408.33,859.65,562.42,328.43,197.07,886.52,257.1,2363.81,11.71
2017-02-24,172.62,691.4286,567.63,516.53,405.25,863.34,565.07,329.22,198.01,888.27,260.67,2367.34,11.47
2017-02-27,170.52,691.6804,564.51,521.01,407.09,866.68,566.73,328.05,198.97,887.66,259.17,2369.75,12.09
2017-02-28,169.77,687.21,565.79,519.74,406.38,864.61,563.99,328.13,198.4,884.05,261.6,2363.64,12.92
2017-03-01,170.55,694.1349,567.94,530.4,417.94,873.61,573.26,334.11,197.75,897.1,259.02,2395.96,12.54
2017-03-02,170.64,693.1,567.84,525.9,411.8,871.6,567.71,330.59,197.21,891.06,260.94,2381.92,11.81
2017-03-03,170.67,691.63,565.64,523.98,413.42,875.04,568.13,330.17,196.43,892.74,260.03,2383.12,10.96
2017-03-06,170.31,689.2338,563.18,525.53,410.83,871.16,566.32,327.99,195.64,891.28,259.55,2375.31,11.24
2017-03-07,169.06,686.96,562.56,520.78,409.65,865.34,564.51,326.13,195.0,892.58,259.56,2368.39,11.45
2017-03-08,168.36,689.1066,560.95,507.54,409.6,868.01,562.53,326.36,192.1,893.48,255.56,2362.98,11.86
2017-03-09,169.04,688.89,562.17,510.54,410.86,873.21,559.94,325.01,189.64,892.96,254.95,2364.87,12.3
2017-03-10,170.17,689.8243,564.66,510.15,410.72,876.38,563.67,326.37,189.31,897.57,257.0,2372.6,11.66
2017-03-13,170.43,691.2034,563.9,510.37,410.94,875.03,563.15,327.35,189.38,898.61,257.6,2373.47,11.35
2017-03-14,169.6,691.3444,562.96,504.73,410.46,872.18,558.0,324.68,189.09,896.32,257.37,2365.45,12.3
2017-03-15,171.91,694.8495,567.19,515.23,409.91,882.5,564.2,329.8,192.71,901.71,261.59,2385.26,11.63
2017-03-16,171.36,695.1876,567.46,512.24,411.2,874.58,562.15,327.72,192.15,903.8,258.75,2381.38,11.21
2017-03-17,172.3,695.8159,566.53,511.82,406.86,869.94,564.64,329.38,192.5,904.38,260.24,2378.25,11.28
2017-03-20,171.67,694.0964,567.19,511.18,403.22,868.11,563.55,330.66,192.75,905.31,258.48,2373.47,11.34
2017-03-21,170.74,685.4993,566.17,507.58,391.65,861.29,554.95,325.14,192.45,891.97,262.11,2344.02,12.47
2017-03-22,169.0,686.3333,565.38,507.05,390.87,861.95,557.04,326.01,192.8,899.07,263.11,2348.45,12.81
2017-03-23,168.86,687.6404,563.96,505.24,391.73,858.81,556.22,327.47,194.18,896.17,262.47,2345.96,13.12
2017-03-24,169.01,688.8203,562.48,502.92,391.36,858.59,554.62,324.4,193.89,896.61,263.53,2343.98,12.96
2017-03-27,167.78,688.9608,562.2,500.87,389.47,861.71,552.66,325.49,192.68,897.53,262.32,2341.59,12.5
2017-03-28,168.13,694.2512,563.76,507.32,394.79,862.17,558.64,329.06,193.6,903.95,262.47,2358.57,11.53
2017-03-29,167.84,698.1697,564.48,513.51,392.65,862.1,558.31,329.02,194.09,905.81,261.26,2361.13,11.42
2017-03-30,168.52,700.0569,563.1,515.92,397.43,862.06,561.28,328.97,194.46,907.12,259.48,2368.06,11.54
2017-03-31,167.68,700.239,561.79,514.01,394.58,859.75,559.63,328.73,195.41,906.21,260.25,2362.72,12.37
2017-04-03,168.35,697.0521,560.92,513.13,393.43,860.53,558.4,327.44,195.62,904.89,260.25,2358.84,12.38
2017-04-04,168.9,696.0612,562.38,516.78,392.63,860.1,559.47,328.75,195.03,904.82,261.11,2360.16,11.79
2017-04-05,168.19,694.4995,561.48,515.04,389.87,857.22,557.74,328.32,195.34,901.95,262.48,2352.95,12.89
2017-04-06,165.51,696.9688,561.03,519.14,392.05,858.35,559.45,329.93,196.32,901.54,262.08,2357.49,12.39
2017-04-07,165.83,694.5152,562.47,517.13,390.72,859.9,560.03,329.74,196.65,900.93,260.69,2355.54,12.87
2017-04-10,165.32,696.9944,563.97,521.12,389.71,858.52,561.25,329.74,197.96,899.57,261.25,2357.16,14.05
2017-04-11,165.41,696.64,564.26,520.68,388.68,856.99,562.1,328.99,198.8,895.64,261.19,2353.78,15.07
2017-04-12,166.35,693.8478,566.81,518.9,385.2,857.23,554.68,324.99,198.53,892.07,263.11,2344.93,15.77
2017-04-13,165.32,689.2954,563.79,509.4,380.38,854.9,550.91,321.77,198.08,888.68,262.15,2328.95,15.96
2017-04-17,165.7,695.86,567.83,510.38,386.48,857.55,556.54,324.17,200.38,897.33,263.46,2349.01,14.66
2017-04-18,166.09,696.1546,570.72,505.94,383.27,848.88,555.03,323.78,200.92,896.64,263.89,2342.19,14.42
2017-04-19,165.77,696.82,567.44,498.72,382.27,851.13,555.71,324.06,200.44,895.94,262.14,2338.17,14.93
2017-04-20,165.34,703.77,566.03,500.67,388.2,855.83,561.73,327.48,200.4,904.7,261.12,2355.84,14.15
2017-04-21,162.73,702.34,564.69,498.53,384.67,851.57,562.08,327.37,199.44,904.64,262.52,2348.69,14.63
2017-04-24,162.67,706.6027,570.14,501.23,393.1,859.64,569.44,331.24,197.62,916.39,263.79,2374.15,10.84
2017-04-25,162.18,712.3255,572.03,505.94,396.36,863.61,572.51,336.51,198.07,922.11,263.55,2388.61,10.76
2017-04-26,164.17,715.8867,567.39,503.91,396.51,867.95,571.69,336.27,196.38,919.71,262.53,2387.45,10.85
2017-04-27,162.04,719.8105,566.56,498.31,394.47,870.21,571.62,335.56,196.54,925.25,263.33,2388.77,10.36
2017-04-28,160.33,716.7304,566.54,498.95,390.76,872.26,569.18,333.17,195.37,928.33,262.16,2384.2,10.82
2017-05-01,159.07,717.2347,563.65,497.84,392.76,873.55,567.3,332.77,196.59,936.19,260.45,2388.33,10.11
2017-05-02,158.99,718.5463,560.55,495.37,392.64,876.26,570.37,333.49,196.75,939.04,261.11,2391.17,10.59
2017-05-03,157.97,714.3135,561.29,496.99,394.99,872.94,570.8,330.17,194.28,937.79,259.83,2388.13,10.68
2017-05-04,156.18,713.5308,565.65,487.54,395.87,878.11,571.06,330.75,194.43,938.05,260.9,2389.52,10.46
2017-05-05,158.45,717.4967,567.04,495.45,395.46,877.59,574.28,335.48,195.88,940.98,262.36,2399.29,10.57
2017-05-08,158.8,719.2928,566.86,498.95,395.05,872.57,572.56,332.47,194.82,944.92,262.2,2399.38,9.77
2017-05-09,157.84,722.7601,564.62,494.67,393.26,873.25,573.68,330.1,194.02,946.36,259.91,2396.92,9.96
2017-05-10,158.3,720.7579,564.89,499.94,394.31,870.32,571.43,331.29,195.16,949.98,260.33,2399.63,10.21
2017-05-11,157.54,716.4589,565.39,498.94,392.22,870.79,571.26,330.41,194.16,948.56,260.35,2394.44,10.6
2017-05-12,157.44,715.1556,564.06,497.35,390.45,869.16,567.56,329.84,193.42,951.57,261.68,2390.9,10.4
2017-05-15,157.06,715.0596,566.26,500.45,393.47,874.29,570.14,332.62,194.08,956.88,262.63,2402.32,10.42
2017-05-16,156.11,712.7254,565.22,498.24,394.13,870.89,569.42,332.6,193.06,961.62,260.53,2400.67,10.65
2017-05-17,153.3,701.2734,564.25,492.61,382.14,859.85,557.71,325.5,194.24,934.74,261.17,2357.03,15.59
2017-05-18,155.15,705.4475,564.62,492.05,383.33,863.41,558.61,325.48,194.68,940.2,262.18,2365.72,14.66
2017-05-19,156.41,709.5657,567.65,498.15,386.54,865.83,566.2,328.42,195.79,944.86,263.02,2381.73,12.04
2017-05-22,156.54,713.4445,571.16,497.31,387.69,867.87,570.15,328.53,196.31,953.85,265.39,2394.02,10.93
2017-05-23,156.75,710.5591,571.57,498.13,390.84,870.89,571.28,329.02,196.47,954.61,266.01,2398.42,10.72
2017-05-24,155.7,713.0704,574.33,495.96,390.68,872.96,571.61,331.28,197.72,959.16,267.81,2404.39,10.02
2017-05-25,156.25,719.6978,578.37,487.09,391.63,876.9,575.15,330.64,198.44,966.67,269.69,2415.07,9.99
2017-05-26,155.99,721.9126,580.26,487.49,391.38,875.05,575.69,331.59,197.16,966.77,269.54,2415.82,9.81
2017-05-30,158.2,721.9805,580.17,481.11,388.36,873.78,574.93,331.18,196.51,969.77,270.43,2412.91,10.38
2017-05-31,158.76,723.7558,581.55,479.19,385.26,877.55,575.95,332.25,196.25,966.84,271.69,2411.8,10.41
2017-06-01,159.71,730.0002,585.77,482.37,389.85,887.94,579.88,335.88,197.0,969.59,273.64,2430.06,9.89
2017-06-02,159.62,732.9617,587.79,476.67,388.41,893.13,582.73,337.11,198.67,979.69,274.03,2439.07,9.75
2017-06-05,159.39,730.5235,588.35,477.46,388.72,890.51,580.19,335.55,197.99,980.4,272.72,2436.1,10.07
2017-06-06,159.32,724.4439,586.78,483.2,387.1,887.92,576.52,335.96,197.11,978.62,272.24,2429.33,10.45
2017-06-07,159.46,725.9269,586.34,476.05,390.28,890.36,575.71,336.31,198.04,981.24,273.08,2433.14,10.39
2017-06-08,158.54,721.2175,581.73,474.73,394.72,888.52,577.49,337.43,197.21,984.72,270.68,2433.79,10.16
2017-06-09,159.93,718.106,581.46,486.49,402.33,894.13,579.87,341.93,198.07,957.79,270.66,2431.77,10.7
2017-06-12,161.37,717.3362,581.14,489.77,402.99,892.94,582.53,340.13,199.17,949.99,270.06,2429.39,11.46
2017-06-13,159.71,721.6582,581.34,493.02,404.77,894.09,584.55,344.57,199.51,958.08,270.5,2440.35,10.42
2017-06-14,160.16,721.192,584.83,483.99,405.52,898.22,583.98,340.93,200.09,953.01,272.1,2437.92,10.64
2017-06-15,160.23,717.9568,583.84,480.7,404.01,897.33,587.22,337.87,200.99,948.43,273.63,2432.46,10.9
2017-06-16,160.06,717.7643,578.04,488.95,403.58,898.6,589.36,339.25,200.75,946.68,274.95,2433.15,10.38
2017-06-19,159.74,723.5801,580.91,485.6,407.53,908.29,592.65,342.11,201.02,962.37,273.92,2453.46,10.37
2017-06-20,158.09,714.5154,578.73,479.55,404.23,911.31,585.81,340.18,200.61,954.87,274.06,2437.03,10.86
2017-06-21,156.17,715.2782,576.46,471.88,401.07,922.48,581.9,336.36,200.15,961.3,272.3,2435.61,10.75
2017-06-22,156.04,713.99,572.66,471.28,398.51,932.2,580.78,336.95,200.26,961.75,271.12,2434.5,10.48
2017-06-23,155.71,713.3165,572.93,474.83,396.69,931.36,583.04,338.12,201.05,968.18,270.14,2438.3,10.02
2017-06-26,156.68,715.3423,575.19,473.69,398.81,929.87,582.89,339.22,201.99,962.45,272.24,2439.07,9.9
2017-06-27,154.44,710.0245,570.08,472.88,400.86,921.32,578.12,336.97,201.22,946.39,268.83,2419.38,11.06
2017-06-28,155.07,717.0313,572.35,475.57,407.19,926.16,583.28,339.69,201.16,958.9,266.28,2440.69,10.03
2017-06-29,153.54,710.0867,565.63,476.16,409.83,917.95,578.5,335.87,199.07,941.33,264.1,2419.7,11.44
2017-06-30,154.03,714.0551,566.83,477.91,409.59,916.93,582.92,337.42,199.01,940.28,263.77,2423.41,11.18
2017-07-03,155.36,712.74,566.18,487.49,415.07,918.32,586.37,340.48,200.89,932.29,262.35,2429.01,11.22
2017-07-05,154.81,711.0107,565.78,477.67,416.05,923.3,588.08,339.08,198.48,941.97,261.3,2432.54,11.07
2017-07-06,151.26,703.6783,562.7,472.4,413.29,911.36,582.4,337.67,194.74,933.87,260.95,2409.75,12.54
2017-07-07,150.68,709.4928,562.39,471.95,415.6,916.54,586.76,339.41,196.0,945.57,261.32,2425.18,11.19
2017-07-10,149.92,711.0564,558.52,473.2,414.89,913.91,587.84,341.53,194.31,953.28,260.9,2427.43,11.11
2017-07-11,148.92,709.6557,556.86,475.69,412.07,913.21,587.65,341.02,193.92,956.67,260.82,2425.53,10.89
2017-07-12,149.63,714.9719,559.94,477.09,412.54,919.15,591.03,344.92,196.44,969.19,263.03,2443.25,10.3
2017-07-13,148.78,715.5303,559.98,479.19,415.04,919.95,590.75,344.58,196.84,972.39,262.1,2447.83,9.9
2017-07-14,149.14,717.5261,564.15,481.78,412.9,925.82,593.52,346.31,198.92,981.08,263.52,2459.27,9.51
2017-07-17,149.44,719.3638,564.54,481.13,412.36,923.01,592.99,346.89,199.34,981.52,264.55,2459.14,9.82
2017-07-18,147.98,722.3632,564.67,478.78,411.21,923.46,591.47,345.36,199.12,986.79,265.28,2460.61,9.89
2017-07-19,148.52,726.0438,566.4,485.46,412.07,930.88,592.4,349.14,200.59,992.29,266.53,2473.83,9.79
2017-07-20,150.62,724.1388,565.98,483.73,411.84,936.63,588.8,346.23,199.94,992.71,268.3,2473.45,9.58
2017-07-21,150.66,724.9587,567.44,479.45,411.73,936.04,587.51,346.24,200.42,991.97,270.35,2472.54,9.36
2017-07-24,149.13,722.2352,565.36,478.03,412.99,935.15,585.19,345.77,200.12,994.48,267.84,2469.91,9.43
2017-07-25,149.56,727.5916,569.5,484.07,418.22,928.84,584.83,349.77,200.25,992.74,266.48,2477.13,9.43
2017-07-26,153.99,727.4601,569.7,484.56,415.68,925.96,585.75,347.54,201.88,994.72,268.82,2477.83,9.6
2017-07-27,162.0,732.5279,574.78,489.38,413.49,919.64,582.56,345.97,201.68,986.55,269.41,2475.42,10.11
2017-07-28,161.19,727.1148,569.53,488.44,413.61,924.28,583.81,344.73,201.48,985.67,269.03,2472.1,10.29
2017-07-31,161.84,726.6456,569.04,489.57,416.17,923.11,582.99,342.02,201.24,980.4,270.04,2470.3,10.26
2017-08-01,162.32,728.2342,568.49,489.87,419.54,921.07,581.73,342.59,202.02,985.56,271.39,2476.35,10.09
2017-08-02,160.17,726.308,568.08,488.33,419.79,919.03,584.31,342.83,201.12,990.35,272.63,2477.57,10.28
2017-08-03,160.31,724.1527,567.21,481.77,417.86,920.6,587.03,340.36,200.59,986.91,273.78,2472.16,10.44
2017-08-04,161.07,724.3264,566.14,483.44,420.88,918.6,588.4,342.01,201.11,989.57,272.98,2476.83,10.03
2017-08-07,161.15,725.6826,570.24,479.27,420.14,920.08,587.84,342.17,201.1,995.36,273.53,2480.91,9.93
2017-08-08,160.28,725.3693,568.1,478.67,419.42,915.62,586.11,339.15,200.04,994.04,274.43,2474.92,10.96
2017-08-09,159.72,721.9639,568.89,479.23,419.08,917.05,586.11,339.63,200.3,994.37,273.08,2474.02,11.11
2017-08-10,159.03,710.9933,566.21,472.82,411.7,905.32,578.27,335.48,198.45,972.66,273.76,2438.21,16.04
2017-08-11,158.89,714.6573,566.56,469.55,409.51,908.0,578.9,334.78,197.23,979.93,272.0,2441.32,15.51
2017-08-14,160.86,719.5696,569.63,468.29,415.19,913.91,584.76,337.93,200.59,995.63,273.58,2465.84,12.33
2017-08-15,159.24,713.1045,572.23,466.44,416.08,913.71,583.4,338.07,199.92,997.92,274.95,2464.61,12.04
2017-08-16,159.41,716.3107,574.03,461.18,415.08,916.03,584.27,341.19,200.47,1000.54,275.83,2468.11,11.74
2017-08-17,156.82,705.0977,568.87,454.52,407.86,904.46,574.29,335.93,199.01,980.72,273.71,2430.01,15.55
2017-08-18,155.98,701.6769,566.82,457.09,407.63,900.71,572.31,336.2,197.53,980.24,275.43,2425.55,14.26
2017-08-21,157.08,702.9822,569.29,454.57,406.65,904.83,572.83,336.56,199.64,979.66,276.33,2428.37,13.19
2017-08-22,158.47,710.3262,569.5,457.72,410.91,915.4,579.2,340.61,199.42,993.9,276.88,2452.51,11.35
2017-08-23,158.4,704.367,567.56,459.47,409.99,908.88,573.97,340.08,201.48,992.07,277.59,2444.04,12.25
2017-08-24,157.82,702.5775,559.93,459.39,409.65,911.46,571.73,339.59,201.17,990.85,277.37,2438.97,12.23
